,UNIQUEID,DRUG,SOURCE,METHOD_3,PHENOTYPE,METHOD_MIC
254,site.20.subj.SA00097107.lab.YA00135084.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
255,site.20.subj.SA01666458.lab.YA00131225.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
256,site.20.subj.SCH8208607.lab.YA00131576.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
257,site.20.subj.SCH8604399.lab.YA00134971.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
258,site.20.subj.SA00232169.lab.YA00135094.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
259,site.20.subj.SA01666463.lab.YA00131223.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
260,site.20.subj.SCH8229119.lab.YA00131584.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
261,site.20.subj.SCH8604398.lab.YA00134621.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
262,site.20.subj.SA00332632.lab.YA00135768.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
263,site.20.subj.SA00372231.lab.YA00132831.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
264,site.20.subj.SCH8576461.lab.YA00134966.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
265,site.20.subj.SA00786891.lab.YA00133035.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
266,site.20.subj.SA00661339.lab.YA00133557.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
267,site.20.subj.SA00418031.lab.YA00132844.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
268,site.20.subj.SA00828079.lab.YA00133037.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
269,site.20.subj.SCH7837445.lab.YA00131170.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
270,site.20.subj.SA00429698.lab.YA00135299.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
271,site.20.subj.SCH7887477.lab.YA00134140.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
272,site.20.subj.SCH8593926.lab.YA00134968.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
273,site.20.subj.SA00647928.lab.YA00133551.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
274,site.20.subj.SA01672798.lab.YA00131631.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
275,site.20.subj.SA01630761.lab.YA00131211.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
276,site.20.subj.SA01552772.lab.YA00135975.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
277,site.20.subj.SCH7845954.lab.YA00131180.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
278,site.20.subj.SA00244293.lab.YA00135098.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
279,site.20.subj.SA00234821.lab.YA00135095.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
280,site.20.subj.SA01538603.lab.YA00135969.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
281,site.20.subj.SCH8548249.lab.YA00132611.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
282,site.20.subj.SCH8548250.lab.YA00132613.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
283,site.20.subj.SCH8111204.lab.YA00134174.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
284,site.20.subj.SA00336982.lab.YA00135261.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
285,site.20.subj.SA01556253.lab.YA00135977.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
286,site.20.subj.SA00001637.lab.YA00134627.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
287,site.20.subj.SA00202717.lab.YA00135088.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
288,site.20.subj.SCH8352577.lab.YA00134597.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
289,site.20.subj.SA00463898.lab.YA00135908.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
290,site.20.subj.SA01662088.lab.YA00131220.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
291,site.20.subj.SA00658296.lab.YA00133020.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
292,site.20.subj.SCH8208069.lab.YA00134203.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
293,site.20.subj.SA01649801.lab.YA00131212.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
294,site.20.subj.SA00786859.lab.YA00133661.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
295,site.20.subj.SA01668433.lab.YA00131226.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
296,site.20.subj.SA01487965.lab.YA00135958.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
297,site.20.subj.SCH7853180.lab.YA00131188.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
298,site.20.subj.SA00644055.lab.YA00135461.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
299,site.20.subj.SCH8437501.lab.YA00134607.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
300,site.20.subj.SA00781487.lab.YA00133033.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
301,site.20.subj.SA01662082.lab.YA00131218.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
302,site.20.subj.SA00020927.lab.YA00132623.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
303,site.20.subj.SA01679994.lab.YA00131228.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
304,site.20.subj.SA00684986.lab.YA00135481.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
305,site.20.subj.SA00336974.lab.YA00135769.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
306,site.20.subj.SA00004240.lab.YA00131607.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
307,site.20.subj.SA00401680.lab.YA00132837.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
308,site.20.subj.SCH8490205.lab.YA00134939.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
309,site.20.subj.SA00534011.lab.YA00133007.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
310,site.20.subj.SCH8457516.lab.YA00134615.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
311,site.20.subj.SCH8588246.lab.YA00131606.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
312,site.20.subj.SA00694504.lab.YA00135487.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
313,site.20.subj.SA01709127.lab.YA00131649.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
314,site.20.subj.SA00376757.lab.YA00135264.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
315,site.20.subj.SA00552517.lab.YA00133008.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
316,site.20.subj.SCH8080279.lab.YA00134171.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
317,site.20.subj.SA00289841.lab.YA00132825.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
318,site.20.subj.SCH7881113.lab.YA00134139.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
319,site.20.subj.SCH8130307.lab.YA00135985.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
320,site.20.subj.SA00487544.lab.YA00135910.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
321,site.20.subj.SCH7926116.lab.YA00134144.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
322,site.20.subj.SCH8533483.lab.YA00134953.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
323,site.20.subj.SA01718203.lab.YA00131652.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
324,site.20.subj.SCH8434358.lab.YA00134605.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
325,site.20.subj.SCH8437505.lab.YA00134609.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
326,site.20.subj.SCH8452082.lab.YA00131603.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
327,site.20.subj.SA00781492.lab.YA00134650.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
328,site.20.subj.SA00394596.lab.YA00135273.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
329,site.20.subj.SA00430799.lab.YA00132850.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
330,site.20.subj.SA01487962.lab.YA00135947.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
331,site.20.subj.SCH7951738.lab.YA00134151.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
332,site.20.subj.SA00224228.lab.YA00135090.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
333,site.20.subj.SA00391410.lab.YA00132836.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
334,site.20.subj.SCH8140893.lab.YA00134193.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
335,site.20.subj.SA00642592.lab.YA00133015.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
336,site.20.subj.SA01558858.lab.YA00131206.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
337,site.20.subj.SCH8026845.lab.YA00131200.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
338,site.20.subj.SCH8009434.lab.YA00134163.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
339,site.20.subj.SCH8440705.lab.YA00134611.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
340,site.20.subj.SA01658491.lab.YA00131216.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
341,site.20.subj.SA00244279.lab.YA00135097.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
342,site.20.subj.SA00389149.lab.YA00132835.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
343,site.20.subj.SA01658504.lab.YA00131620.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
344,site.20.subj.SA00931212.lab.YA00135987.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
345,site.20.subj.SCH7804346.lab.YA00131155.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
346,site.20.subj.SA00664702.lab.YA00133023.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
347,site.20.subj.SA00224646.lab.YA00132630.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
348,site.20.subj.SCH8122248.lab.YA00131566.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
349,site.20.subj.SA00322260.lab.YA00132828.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
350,site.20.subj.SCH7774797.lab.YA00131099.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
351,site.20.subj.SCH8064810.lab.YA00134167.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
352,site.20.subj.SA01720049.lab.YA00131653.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
353,site.20.subj.SA00372228.lab.YA00132834.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
354,site.20.subj.SCH8568020.lab.YA00132615.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
355,site.20.subj.SA00458244.lab.YA00135782.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
356,site.20.subj.SCH8524149.lab.YA00131605.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
357,site.20.subj.SCH8218227.lab.YA00135766.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
358,site.20.subj.SA00289843.lab.YA00132826.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
359,site.20.subj.SCH8583979.lab.YA00134964.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
360,site.20.subj.SA00660055.lab.YA00135475.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
361,site.20.subj.SA00693070.lab.YA00131615.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
362,site.20.subj.SCH8339513.lab.YA00134596.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
363,site.20.subj.SCH8438540.lab.YA00131599.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
364,site.20.subj.SA00626834.lab.YA00133013.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
365,site.20.subj.SCH8484823.lab.YA00132484.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
366,site.20.subj.SCH8041859.lab.YA00134169.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
367,site.20.subj.SCH8536659.lab.YA00134955.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
368,site.20.subj.SA00661353.lab.YA00133555.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
369,site.20.subj.SA00688479.lab.YA00135484.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
370,site.20.subj.SCH7862207.lab.YA00131191.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
371,site.20.subj.SCH8222859.lab.YA00131581.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
372,site.20.subj.SA00413469.lab.YA00135282.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
373,site.20.subj.SCH8467440.lab.YA00134618.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
374,site.20.subj.SA00506538.lab.YA00135911.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
375,site.20.subj.SA01628576.lab.YA00135981.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
376,site.20.subj.SA00267224.lab.YA00135104.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
377,site.20.subj.SCH8570057.lab.YA00134958.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
378,site.20.subj.SA00329756.lab.YA00135259.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
379,site.20.subj.SA00428168.lab.YA00132996.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
380,site.20.subj.SA01494286.lab.YA00135955.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
381,site.20.subj.SA01487967.lab.YA00135951.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
382,site.20.subj.SA00234811.lab.YA00135767.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
383,site.20.subj.SA01674762.lab.YA00131636.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
384,site.20.subj.SCH7677618.lab.YA00131097.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
385,site.20.subj.SCH8608295.lab.YA00134623.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
386,site.20.subj.SA00239168.lab.YA00135096.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
387,site.20.subj.SA01497303.lab.YA00135957.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
388,site.20.subj.SCH8468453.lab.YA00131604.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
389,site.20.subj.SA00654686.lab.YA00133019.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
390,site.20.subj.SCH8224358.lab.YA00134207.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
391,site.20.subj.SA00345855.lab.YA00135771.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
392,site.20.subj.SA00693074.lab.YA00134649.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
393,site.20.subj.SA00656182.lab.YA00135468.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
394,site.20.subj.SA00565642.lab.YA00133009.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
395,site.20.subj.SCH8305434.lab.YA00134587.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
396,site.20.subj.SCH8211361.lab.YA00131579.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
397,site.20.subj.SA00662760.lab.YA00131613.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
398,site.20.subj.SCH8574412.lab.YA00132618.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
399,site.20.subj.SA00372172.lab.YA00132833.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
400,site.20.subj.SA01511136.lab.YA00135961.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
401,site.20.subj.SCH8590108.lab.YA00134967.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
402,site.20.subj.SA00022500.lab.YA00134632.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
403,site.20.subj.SA00443492.lab.YA00132853.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
404,site.20.subj.SA01671526.lab.YA00131227.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
405,site.20.subj.SA01653561.lab.YA00131619.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
406,site.20.subj.SA01547808.lab.YA00131205.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
407,site.20.subj.SCH8571236.lab.YA00132617.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
408,site.20.subj.SA01718194.lab.YA00131651.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
409,site.20.subj.SCH7924638.lab.YA00132970.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
410,site.20.subj.SA00657399.lab.YA00133022.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
411,site.20.subj.SA01481966.lab.YA00135945.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
412,site.20.subj.SA00649618.lab.YA00133017.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
413,site.08.subj.BTN_P489_17.lab.BTN_P489_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
414,site.08.subj.02TB2285.lab.26194.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
415,site.08.subj.BTN_P158_17.lab.BTN_P158_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
416,site.08.subj.24TB-082.lab.2281.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
417,site.08.subj.24TB-089.lab.2311.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
418,site.08.subj.24TB-089.lab.2293.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
419,site.08.subj.24TB-089.lab.2434.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
420,site.08.subj.28TB-D18-001.lab.2850.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
421,site.08.subj.BTN_P442_18.lab.BTN_P442_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
422,site.08.subj.05TB13021.lab.26432.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
423,site.08.subj.02TB2398.lab.25871.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
424,site.08.subj.05TB43014.lab.1875.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
425,site.08.subj.BTN_P271_17.lab.BTN_P271_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
426,site.08.subj.05TB33027.lab.1990.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
427,site.08.subj.02TB2459.lab.25915.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
428,site.08.subj.02TB2797.lab.26594.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
429,site.08.subj.02TB2265.lab.25868.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
430,site.08.subj.BTN_EP83_18.lab.BTN_EP83_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
431,site.08.subj.05TB32053.lab.2021.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
432,site.08.subj.28TB-D25-004.lab.2638.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
433,site.08.subj.02TB2401.lab.25894.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
434,site.08.subj.23TB03-101.lab.2066.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
435,site.08.subj.BTN_P125_17.lab.BTN_P125_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
436,site.08.subj.02TB2467.lab.26069.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
437,site.08.subj.02TB2500.lab.26582.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
438,site.08.subj.02TB2204.lab.25891.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
439,site.08.subj.BTN_P169_18.lab.BTN_P169_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
440,site.08.subj.05TB23017.lab.24037.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
441,site.08.subj.BTN_P207_17.lab.BTN_P207_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
442,site.08.subj.BTN_P162_18.lab.BTN_P162_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
443,site.08.subj.BTN_P195_17.lab.BTN_P195_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
444,site.08.subj.BTN_P372_18.lab.BTN_P372_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
445,site.08.subj.24TB00-042.lab.2352.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
446,site.08.subj.24TB00-042.lab.2331.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
447,site.08.subj.02TB2213.lab.26203.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
448,site.08.subj.02TB1648.lab.20947.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
449,site.08.subj.02TB1648.lab.22657.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
450,site.08.subj.05TB41011.lab.1821.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
451,site.08.subj.BTN_P106_18.lab.BTN_P106_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
452,site.08.subj.BTN_VIS82_17.lab.BTN_VIS82_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
453,site.08.subj.24TB00-032.lab.2309.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
454,site.08.subj.24TB00-032.lab.2387.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
455,site.08.subj.BTN_P348_18.lab.BTN_P348_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
456,site.08.subj.05TB43025.lab.1944.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
457,site.08.subj.02TB1166.lab.21399.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
458,site.08.subj.02TB1166.lab.19894.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
459,site.08.subj.02TB1166.lab.20322.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
460,site.08.subj.BTN_P540_17.lab.BTN_P540_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
461,site.08.subj.05TB21039.lab.23658.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
462,site.08.subj.DTU-117.lab.2426.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
463,site.08.subj.BTN_P163_18.lab.BTN_P163_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
464,site.08.subj.BTN_P101_17.lab.BTN_P101_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
465,site.08.subj.BTN_P173_18.lab.BTN_P173_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
466,site.08.subj.BTN_P546_17.lab.BTN_P546_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
467,site.08.subj.28TB-D19-011.lab.2989.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
468,site.08.subj.05TB21066.lab.24975.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
469,site.08.subj.05TB21066.lab.24565.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
470,site.08.subj.BTN_P509_18.lab.BTN_P509_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
471,site.08.subj.23TB03-307.lab.2119.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
472,site.08.subj.24TB-055.lab.2156.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
473,site.08.subj.24TB-044.lab.2129.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
474,site.08.subj.05TB11099.lab.27577.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
475,site.08.subj.05TB32039.lab.1962.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
476,site.08.subj.05TB32039.lab.1953.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
477,site.08.subj.02TB2323.lab.25788.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
478,site.08.subj.BTN_P480_16.lab.BTN_P480_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
479,site.08.subj.24TB00-015.lab.2247.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
480,site.08.subj.24TB00-015.lab.2263.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
481,site.08.subj.24TB00-015.lab.2277.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
482,site.08.subj.02TB0959.lab.19394.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
483,site.08.subj.02TB0959.lab.18418.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
484,site.08.subj.BTN_P37_18.lab.BTN_P37_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
485,site.08.subj.02TB2486.lab.26519.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
486,site.08.subj.BTN_P36_18.lab.BTN_P36_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
487,site.08.subj.BTN_P230_18.lab.BTN_P230_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
488,site.08.subj.24TB00-060.lab.2395.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
489,site.08.subj.24TB00-060.lab.2442.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
490,site.08.subj.24TB00-060.lab.2427.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
491,site.08.subj.05TB42053.lab.1937.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
492,site.08.subj.BTN_P261_17.lab.BTN_P261_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
493,site.08.subj.02TB1826.lab.21196.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
494,site.08.subj.02TB1826.lab.21465.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
495,site.08.subj.02TB2077.lab.22327.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
496,site.08.subj.05TB43009.lab.1848.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
497,site.08.subj.02TB2685.lab.26448.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
498,site.08.subj.28TB-D19-006.lab.2902.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
499,site.08.subj.02TB2567.lab.25897.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
500,site.08.subj.23TB03-311.lab.2190.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
501,site.08.subj.BTN_P232_17.lab.BTN_P232_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
502,site.08.subj.05TB41009.lab.1809.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
503,site.08.subj.BTN_P22_17.lab.BTN_P22_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
